event_id,customer_id,event_time,plan_mrr,currency,event_type
EVT_00817,CUST_0001,2025-05-24 00:07:00,0,USD,signup
EVT_01508,CUST_0068,2025-04-22 19:30:00,99,EUR,upgrade
EVT_00742,CUST_0116,2025-10-31 18:29:00,29,USD,upgrade
EVT_01393,CUST_0072,2025-04-14 20:13:00,299,EUR,signup
EVT_00479,CUST_0062,2025-05-09 14:43:00,736600,VND,upgrade
EVT_01006,CUST_0054,2025-11-05 20:56:00,299,EUR,upgrade
EVT_00417,CUST_0090,2025-06-29 13:19:00,736600,VND,cancel
EVT_00200,CUST_0083,2025-12-21 13:17:00,25374600,VND,upgrade
EVT_00728,CUST_0079,2025-03-28 07:41:00,29,USD,signup
EVT_00994,CUST_0054,2025-11-27 03:34:00,0,EUR,upgrade
EVT_01723,CUST_0004,2025-10-22 19:36:00,29,USD,signup
EVT_01152,CUST_0014,2025-09-02 07:55:00,99,USD,signup
EVT_01493,CUST_0071,2025-11-21 16:06:00,99,USD,cancel
EVT_01450,CUST_0042,2025-10-20 18:36:00,29,USD,downgrade
EVT_01173,CUST_0032,2025-05-28 10:05:00,99,EUR,downgrade
EVT_01118,CUST_0050,2025-09-08 13:05:00,2514600,VND,cancel
EVT_01569,CUST_0063,2025-10-18 08:14:00,99,EUR,upgrade
EVT_00600,CUST_0038,2025-11-29 20:13:00,0,USD,upgrade
EVT_01386,CUST_0087,2025-04-17 03:04:00,29,EUR,upgrade
EVT_00931,CUST_0038,2025-06-24 06:41:00,29,USD,downgrade
EVT_00311,CUST_0010,2025-08-01 04:28:00,99,USD,cancel
EVT_00057,CUST_0036,2025-11-21 07:02:00,736600,VND,signup
EVT_00549,CUST_0033,2025-03-23 14:25:00,29,EUR,cancel
EVT_00423,CUST_0036,2025-02-11 01:15:00,0,VND,upgrade
EVT_00597,CUST_0087,2025-11-17 15:30:00,0,VND,cancel
EVT_00044,CUST_0041,2025-10-18 04:07:00,299,USD,upgrade
EVT_00101,CUST_0020,2025-05-13 00:25:00,7594600,VND,signup
EVT_00275,CUST_0100,2025-03-06 19:02:00,29,USD,upgrade
EVT_01259,CUST_0047,2025-03-15 22:50:00,29,EUR,upgrade
EVT_00354,CUST_0035,2025-11-04 14:03:00,0,USD,cancel
EVT_00102,CUST_0003,2025-01-07 09:02:00,7594600,VND,downgrade
EVT_00975,CUST_0119,2025-06-25 13:20:00,29,USD,signup
EVT_00108,CUST_0104,2025-01-30 02:31:00,99,USD,signup
EVT_01731,CUST_0058,2025-06-03 01:52:00,29,EUR,downgrade
EVT_01781,CUST_0052,2025-12-04 03:53:00,99,USD,downgrade
EVT_00839,CUST_0041,2025-06-27 09:06:00,99,USD,upgrade
EVT_01245,CUST_0106,2025-06-28 03:32:00,99,USD,cancel
EVT_00694,CUST_0047,2025-01-26 00:27:00,99,USD,signup
EVT_00586,CUST_0117,2025-01-23 17:28:00,0,EUR,upgrade
EVT_01629,CUST_0070,2025-06-28 01:50:00,29,USD,upgrade
EVT_00979,CUST_0078,2025-05-10 15:53:00,29,USD,signup
EVT_01170,CUST_0079,2025-01-18 07:54:00,29,EUR,signup
EVT_00129,CUST_0096,2025-05-03 12:46:00,29,USD,downgrade
EVT_01271,CUST_0022,2025-06-10 20:26:00,99,EUR,downgrade
EVT_00454,CUST_0078,2025-12-05 11:07:00,29,USD,downgrade
EVT_00428,CUST_0052,2025-12-24 03:46:00,7594600,VND,signup
EVT_01684,CUST_0048,2025-03-11 18:01:00,29,USD,cancel
EVT_01059,CUST_0099,2025-12-10 18:44:00,736600,VND,upgrade
EVT_00866,CUST_0059,2025-02-11 19:12:00,29,EUR,downgrade
EVT_01387,CUST_0067,2025-12-06 20:04:00,29,EUR,downgrade
EVT_00941,CUST_0069,2025-04-28 06:43:00,29,USD,upgrade
EVT_01232,CUST_0108,2025-10-09 00:23:00,29,EUR,upgrade
EVT_01121,CUST_0064,2025-01-11 17:52:00,0,EUR,signup
EVT_00610,CUST_0062,2025-06-03 17:54:00,99,EUR,signup
EVT_01404,CUST_0056,2025-08-13 23:57:00,0,EUR,upgrade
EVT_01382,CUST_0093,2025-10-09 19:37:00,99,USD,upgrade
EVT_01058,CUST_0089,2025-11-07 20:17:00,0,USD,upgrade
EVT_00708,CUST_0017,2025-09-11 20:14:00,99,USD,cancel
EVT_00917,CUST_0095,2025-01-30 09:36:00,0,EUR,upgrade
EVT_00995,CUST_0051,2025-01-12 03:01:00,29,EUR,signup
EVT_00406,CUST_0105,2025-01-17 22:04:00,736600,VND,upgrade
EVT_01392,CUST_0075,2025-11-26 05:31:00,29,USD,downgrade
EVT_01491,CUST_0009,2025-06-08 21:37:00,99,USD,upgrade
EVT_01795,CUST_0091,2025-02-11 04:14:00,299,USD,downgrade
EVT_00576,CUST_0063,2025-04-20 06:30:00,99,USD,downgrade
EVT_00480,CUST_0101,2025-06-12 20:29:00,0,USD,cancel
EVT_00465,CUST_0115,2025-12-22 22:26:00,299,USD,cancel
EVT_00227,CUST_0055,2025-07-25 22:51:00,99,USD,cancel
EVT_00232,CUST_0087,2025-07-01 14:39:00,99,USD,downgrade
EVT_00744,CUST_0011,2025-09-18 00:15:00,2514600,VND,downgrade
EVT_01572,CUST_0120,2025-09-22 17:22:00,29,USD,upgrade
EVT_00585,CUST_0102,2025-06-20 04:24:00,0,USD,cancel
EVT_00164,CUST_0104,2025-06-13 22:14:00,29,USD,signup
EVT_00680,CUST_0011,2025-12-07 17:36:00,29,EUR,signup
EVT_00800,CUST_0080,2025-10-10 07:16:00,2514600,VND,upgrade
EVT_00267,CUST_0016,2025-10-27 12:29:00,29,USD,signup
EVT_00149,CUST_0011,2025-08-12 08:54:00,999,USD,signup
EVT_01378,CUST_0100,2025-09-05 23:07:00,29,USD,upgrade
EVT_00985,CUST_0091,2025-01-13 21:48:00,99,USD,upgrade
EVT_00589,CUST_0035,2025-07-28 06:48:00,0,VND,downgrade
EVT_01582,CUST_0092,2025-12-15 14:45:00,29,USD,signup
EVT_01419,CUST_0059,2025-08-08 09:49:00,99,USD,cancel
EVT_00307,CUST_0094,2025-04-22 00:17:00,0,EUR,upgrade
EVT_00193,CUST_0093,2025-08-29 14:01:00,99,USD,upgrade
EVT_00953,CUST_0071,2025-07-19 11:00:00,299,USD,downgrade
EVT_00310,CUST_0092,2025-12-28 05:33:00,0,EUR,upgrade
EVT_01799,CUST_0071,2025-04-06 06:43:00,29,USD,upgrade
EVT_00064,CUST_0033,2025-03-02 12:58:00,0,USD,upgrade
EVT_01649,CUST_0028,2025-12-22 03:55:00,7594600,VND,signup
EVT_01791,CUST_0088,2025-02-04 12:26:00,2514600,VND,upgrade
EVT_01365,CUST_0038,2025-03-30 10:05:00,29,USD,cancel
EVT_00487,CUST_0041,2025-02-23 23:09:00,99,USD,signup
EVT_00753,CUST_0027,2025-07-30 01:14:00,299,,downgrade
EVT_01019,CUST_0064,2025-11-28 12:24:00,29,EUR,upgrade
EVT_01138,CUST_0095,2025-10-05 01:49:00,0,EUR,upgrade
EVT_01344,CUST_0083,2025-03-08 07:39:00,99,USD,cancel
EVT_01211,CUST_0018,2025-02-19 04:04:00,999,USD,upgrade
EVT_01517,CUST_0021,2025-02-21 21:51:00,0,EUR,upgrade
EVT_01313,CUST_0005,2025-10-05 07:15:00,99,USD,upgrade
EVT_01053,CUST_0069,2025-08-29 15:34:00,2514600,VND,upgrade
EVT_01588,CUST_0078,2025-09-04 06:41:00,99,USD,upgrade
EVT_00809,CUST_0051,2025-05-20 22:30:00,29,EUR,downgrade
EVT_00219,CUST_0096,2025-03-10 23:00:00,0,USD,cancel
EVT_01658,CUST_0108,2025-12-12 14:11:00,736600,VND,upgrade
EVT_00287,CUST_0082,2025-05-14 07:28:00,0,VND,cancel
EVT_01362,CUST_0037,2025-04-29 18:25:00,29,USD,signup
EVT_01447,CUST_0056,2025-07-15 18:30:00,299,EUR,downgrade
EVT_01289,CUST_0015,2025-09-19 10:39:00,299,EUR,cancel
EVT_01537,CUST_0053,2025-06-02 08:08:00,0,EUR,upgrade
EVT_00362,CUST_0047,2025-11-02 15:00:00,29,USD,upgrade
EVT_01336,CUST_0101,2025-02-18 04:51:00,99,USD,cancel
EVT_00577,CUST_0092,2025-01-06 03:54:00,736600,VND,upgrade
EVT_01314,CUST_0015,2025-05-13 14:10:00,0,VND,upgrade
EVT_01186,CUST_0067,2025-07-06 11:17:00,29,USD,downgrade
EVT_00486,CUST_0019,2025-07-19 19:45:00,0,USD,upgrade
EVT_01478,CUST_0059,2025-04-22 21:38:00,29,USD,downgrade
EVT_00553,CUST_0092,2025-12-11 08:18:00,2514600,,signup
EVT_01433,CUST_0009,2025-07-28 01:01:00,99,EUR,cancel
EVT_00875,CUST_0112,2025-07-29 20:52:00,99,EUR,cancel
EVT_00905,CUST_0021,2025-08-18 14:35:00,99,USD,cancel
EVT_01114,CUST_0100,2025-03-30 15:38:00,29,USD,upgrade
EVT_00842,CUST_0104,2025-07-05 23:01:00,736600,VND,upgrade
EVT_01640,CUST_0097,2025-07-08 11:37:00,99,USD,upgrade
EVT_01290,CUST_0115,2025-02-03 14:06:00,29,USD,upgrade
EVT_00888,CUST_0034,2025-06-01 06:50:00,29,USD,cancel
EVT_00880,CUST_0087,2025-08-18 03:04:00,29,USD,cancel
EVT_01727,CUST_0042,2025-07-22 21:56:00,99,USD,upgrade
EVT_00901,CUST_0020,2025-05-21 18:39:00,99,USD,signup
EVT_00293,CUST_0020,2025-06-27 04:25:00,2514600,VND,cancel
EVT_00632,CUST_0048,2025-01-26 11:20:00,29,USD,signup
EVT_01129,CUST_0052,2025-09-03 06:30:00,29,EUR,downgrade
EVT_01432,CUST_0026,2025-12-20 07:02:00,29,USD,signup
EVT_01132,CUST_0113,2025-04-04 00:48:00,0,USD,downgrade
EVT_01279,CUST_0004,2025-01-14 10:01:00,99,USD,cancel
EVT_01086,CUST_0052,2025-10-18 09:48:00,0,USD,signup
EVT_00494,CUST_0020,2025-05-11 22:03:00,299,USD,signup
EVT_01189,CUST_0035,2025-05-06 21:13:00,29,USD,downgrade
EVT_00278,CUST_0105,2025-11-29 01:09:00,99,EUR,upgrade
EVT_01662,CUST_0064,2025-10-27 08:37:00,29,USD,cancel
EVT_00359,CUST_0014,2025-12-23 16:57:00,0,VND,upgrade
EVT_00987,CUST_0024,2025-07-23 13:21:00,0,USD,upgrade
EVT_00237,CUST_0020,2025-02-04 13:12:00,99,USD,cancel
EVT_01681,CUST_0086,2025-10-30 13:34:00,736600,VND,signup
EVT_00209,CUST_0105,2025-01-27 18:19:00,736600,VND,upgrade
EVT_01281,CUST_0105,2025-11-11 14:28:00,736600,VND,signup
EVT_01406,CUST_0086,2025-10-28 05:36:00,299,USD,signup
EVT_00059,CUST_0032,2025-10-17 20:05:00,299,USD,downgrade
EVT_01430,CUST_0083,2025-04-30 21:33:00,0,EUR,signup
EVT_01423,CUST_0051,2025-05-04 18:25:00,99,EUR,cancel
EVT_00364,CUST_0047,2025-03-10 21:42:00,29,USD,upgrade
EVT_00907,CUST_0010,2025-07-16 14:20:00,0,,downgrade
EVT_00723,CUST_0019,2025-05-09 22:22:00,29,,signup
EVT_01010,CUST_0057,2025-02-11 06:57:00,99,USD,downgrade
EVT_01633,CUST_0021,2025-02-13 11:01:00,0,USD,cancel
EVT_01102,CUST_0048,2025-08-05 06:48:00,999,USD,upgrade
EVT_00693,CUST_0029,2025-04-21 12:27:00,0,VND,downgrade
EVT_00906,CUST_0039,2025-10-31 03:50:00,736600,VND,signup
EVT_01570,CUST_0053,2025-04-15 07:46:00,99,USD,cancel
EVT_00119,CUST_0014,2025-07-30 08:10:00,29,EUR,signup
EVT_01796,CUST_0054,2025-08-11 09:41:00,29,,upgrade
EVT_00630,CUST_0055,2025-06-06 17:28:00,29,USD,upgrade
EVT_00523,CUST_0086,2025-09-14 14:35:00,0,VND,upgrade
EVT_00514,CUST_0027,2025-09-04 04:55:00,99,USD,upgrade
EVT_00082,CUST_0037,2025-12-29 14:30:00,299,USD,upgrade
EVT_00705,CUST_0113,2025-12-11 10:43:00,25374600,VND,upgrade
EVT_00381,CUST_0043,2025-01-20 02:58:00,29,USD,signup
EVT_01525,CUST_0102,2025-08-30 02:19:00,999,USD,cancel
EVT_00085,CUST_0034,2025-09-02 13:06:00,0,USD,upgrade
EVT_01515,CUST_0020,2025-02-25 03:12:00,299,EUR,downgrade
EVT_01666,CUST_0113,2025-05-28 20:18:00,99,EUR,upgrade
EVT_00915,CUST_0056,2025-02-01 00:12:00,29,USD,signup
EVT_00614,CUST_0097,2025-03-03 08:00:00,99,EUR,upgrade
EVT_00983,CUST_0115,2025-05-22 07:13:00,29,USD,downgrade
EVT_00757,CUST_0049,2025-07-09 13:54:00,299,USD,signup
EVT_00721,CUST_0005,2025-09-24 11:52:00,29,USD,upgrade
EVT_00452,CUST_0101,2025-04-03 10:54:00,2514600,,cancel
EVT_00491,CUST_0006,2025-05-12 21:09:00,999,USD,upgrade
EVT_01779,CUST_0099,2025-07-05 09:40:00,99,USD,cancel
EVT_00288,CUST_0009,2025-06-09 15:06:00,29,EUR,cancel
EVT_01158,CUST_0007,2025-11-20 23:41:00,0,VND,upgrade
EVT_01786,CUST_0094,2025-09-05 10:16:00,0,USD,upgrade
EVT_01230,CUST_0088,2025-07-31 01:05:00,29,USD,downgrade
EVT_01084,CUST_0112,2025-09-29 07:14:00,99,,cancel
EVT_01499,CUST_0048,2025-08-07 01:03:00,99,USD,upgrade
EVT_01334,CUST_0066,2025-12-18 17:55:00,29,USD,downgrade
EVT_01000,CUST_0113,2025-10-30 00:24:00,29,USD,downgrade
EVT_01201,CUST_0110,2025-01-30 16:09:00,25374600,VND,upgrade
EVT_01490,CUST_0015,2025-12-24 18:56:00,736600,VND,downgrade
EVT_00328,CUST_0054,2025-05-02 12:32:00,0,USD,signup
EVT_01310,CUST_0028,2025-03-01 18:42:00,299,USD,upgrade
EVT_01113,CUST_0006,2025-02-09 09:46:00,0,VND,upgrade
EVT_00937,CUST_0095,2025-12-12 23:40:00,29,USD,downgrade
EVT_01408,CUST_0103,2025-09-13 02:39:00,99,USD,signup
EVT_00758,CUST_0090,2025-09-09 19:56:00,99,EUR,signup
EVT_00178,CUST_0009,2025-09-23 13:38:00,29,EUR,cancel
EVT_00608,CUST_0092,2025-05-04 20:25:00,736600,VND,upgrade
EVT_00775,CUST_0111,2025-06-23 08:09:00,99,USD,signup
EVT_00087,CUST_0080,2025-08-22 11:29:00,29,USD,cancel
EVT_01266,CUST_0085,2025-01-19 13:53:00,25374600,VND,cancel
EVT_01758,CUST_0070,2025-12-15 00:19:00,99,EUR,downgrade
EVT_00458,CUST_0114,2025-02-23 07:28:00,99,USD,cancel
EVT_00055,CUST_0084,2025-02-18 03:53:00,29,EUR,downgrade
EVT_01353,CUST_0092,2025-03-23 16:09:00,299,USD,upgrade
EVT_00222,CUST_0071,2025-12-22 02:19:00,999,EUR,downgrade
EVT_00114,CUST_0034,2025-04-14 23:40:00,736600,VND,signup
EVT_01654,CUST_0115,2025-10-24 04:26:00,99,EUR,upgrade
EVT_01112,CUST_0118,2025-04-12 19:33:00,999,USD,signup
EVT_00820,CUST_0120,2025-05-09 04:32:00,299,USD,downgrade
EVT_00175,CUST_0071,2025-10-08 09:58:00,736600,VND,signup
EVT_01646,CUST_0024,2025-04-13 04:31:00,0,USD,downgrade
EVT_01405,CUST_0090,2025-03-22 15:54:00,99,USD,upgrade
EVT_00019,CUST_0008,2025-11-04 01:57:00,29,EUR,upgrade
EVT_00424,CUST_0088,2025-04-23 02:48:00,99,,signup
EVT_01207,CUST_0113,2025-03-29 20:59:00,29,EUR,signup
EVT_00286,CUST_0022,2025-08-16 10:58:00,0,VND,signup
EVT_01429,CUST_0070,2025-10-10 14:10:00,29,EUR,downgrade
EVT_00429,CUST_0097,2025-06-27 19:46:00,99,USD,upgrade
EVT_01361,CUST_0036,2025-07-08 13:38:00,29,USD,upgrade
EVT_01246,CUST_0115,2025-08-18 14:49:00,0,EUR,cancel
EVT_00032,CUST_0018,2025-07-27 13:14:00,736600,VND,signup
EVT_01011,CUST_0095,2025-06-25 02:09:00,99,EUR,upgrade
EVT_01775,CUST_0003,2025-06-05 10:44:00,299,USD,upgrade
EVT_00215,CUST_0031,2025-04-13 18:32:00,736600,VND,upgrade
EVT_00670,CUST_0067,2025-04-16 11:24:00,29,EUR,upgrade
EVT_00327,CUST_0081,2025-03-07 19:57:00,736600,VND,signup
EVT_00561,CUST_0046,2025-12-05 10:10:00,7594600,VND,downgrade
EVT_01050,CUST_0110,2025-10-11 21:25:00,99,EUR,signup
EVT_01236,CUST_0119,2025-02-03 04:23:00,7594600,VND,upgrade
EVT_01352,CUST_0112,2025-03-27 10:11:00,99,USD,cancel
EVT_00342,CUST_0092,2025-04-12 20:52:00,29,EUR,downgrade
EVT_00148,CUST_0064,2025-06-06 21:53:00,0,USD,upgrade
EVT_00361,CUST_0110,2025-03-08 15:31:00,2514600,VND,upgrade
EVT_00084,CUST_0085,2025-01-08 17:24:00,0,VND,upgrade
EVT_00049,CUST_0037,2025-07-26 07:24:00,99,USD,downgrade
EVT_00469,CUST_0118,2025-11-20 18:25:00,29,USD,upgrade
EVT_00156,CUST_0063,2025-09-29 22:13:00,299,USD,signup
EVT_01676,CUST_0097,2025-02-06 03:05:00,0,EUR,upgrade
EVT_01317,CUST_0007,2025-08-02 02:35:00,29,USD,upgrade
EVT_01092,CUST_0047,2025-02-20 00:41:00,99,USD,upgrade
EVT_01471,CUST_0041,2025-10-10 06:15:00,0,USD,downgrade
EVT_00501,CUST_0012,2025-09-01 03:42:00,736600,VND,upgrade
EVT_00180,CUST_0093,2025-01-26 07:52:00,2514600,VND,signup
EVT_01481,CUST_0049,2025-06-12 08:14:00,29,USD,upgrade
EVT_01600,CUST_0004,2025-08-12 18:46:00,736600,VND,downgrade
EVT_00808,CUST_0006,2025-08-28 05:24:00,0,EUR,downgrade
EVT_00529,CUST_0008,2025-01-03 01:50:00,25374600,VND,upgrade
EVT_00347,CUST_0057,2025-07-13 16:30:00,299,USD,upgrade
EVT_01248,CUST_0092,2025-07-26 12:49:00,0,USD,upgrade
EVT_01761,CUST_0106,2025-11-02 11:18:00,29,USD,downgrade
EVT_01282,CUST_0073,2025-06-27 07:22:00,29,USD,upgrade
EVT_00922,CUST_0023,2025-09-04 15:53:00,99,USD,downgrade
EVT_01384,CUST_0024,2025-01-09 13:27:00,99,EUR,upgrade
EVT_00602,CUST_0040,2025-06-05 05:54:00,0,USD,upgrade
EVT_00890,CUST_0016,2025-03-15 11:18:00,99,EUR,signup
EVT_00244,CUST_0067,2025-08-04 04:30:00,99,USD,downgrade
EVT_00737,CUST_0080,2025-10-16 04:11:00,736600,VND,signup
EVT_01329,CUST_0006,2025-07-08 04:17:00,299,USD,cancel
EVT_00313,CUST_0002,2025-08-20 03:04:00,736600,VND,signup
EVT_00436,CUST_0086,2025-01-23 15:34:00,29,USD,upgrade
EVT_01705,CUST_0119,2025-10-22 03:40:00,99,USD,signup
EVT_01288,CUST_0015,2025-02-09 22:07:00,0,USD,upgrade
EVT_00309,CUST_0096,2025-04-02 19:51:00,29,EUR,signup
EVT_00431,CUST_0099,2025-12-30 22:25:00,0,USD,signup
EVT_00371,CUST_0075,2025-10-26 16:40:00,0,USD,signup
EVT_00567,CUST_0097,2025-07-10 21:15:00,29,EUR,cancel
EVT_01749,CUST_0033,2025-05-24 08:46:00,29,USD,upgrade
EVT_00182,CUST_0065,2025-12-20 13:08:00,99,USD,downgrade
EVT_01730,CUST_0015,2025-11-04 16:21:00,299,USD,upgrade
EVT_00622,CUST_0102,2025-04-10 16:38:00,99,EUR,cancel
EVT_00675,CUST_0100,2025-11-30 08:37:00,299,USD,downgrade
EVT_01126,CUST_0007,2025-12-08 07:32:00,29,EUR,upgrade
EVT_00782,CUST_0081,2025-01-12 11:06:00,0,,cancel
EVT_01656,CUST_0069,2025-01-21 20:50:00,299,USD,upgrade
EVT_00297,CUST_0036,2025-12-28 01:48:00,0,EUR,signup
EVT_00745,CUST_0074,2025-06-13 21:30:00,29,EUR,downgrade
EVT_00462,CUST_0104,2025-10-09 05:15:00,0,EUR,downgrade
EVT_01174,CUST_0037,2025-10-26 19:11:00,29,EUR,signup
EVT_00977,CUST_0061,2025-04-17 04:41:00,99,EUR,cancel
EVT_00378,CUST_0065,2025-12-25 04:34:00,736600,VND,downgrade
EVT_01284,CUST_0008,2025-12-25 20:32:00,299,USD,upgrade
EVT_00106,CUST_0038,2025-12-15 08:19:00,99,USD,upgrade
EVT_00127,CUST_0098,2025-12-28 05:41:00,29,USD,signup
EVT_01024,CUST_0094,2025-01-18 19:02:00,0,VND,upgrade
EVT_00793,CUST_0056,2025-10-30 22:54:00,29,EUR,signup
EVT_00356,CUST_0005,2025-03-14 12:14:00,29,EUR,downgrade
EVT_01459,CUST_0070,2025-03-21 10:04:00,736600,VND,downgrade
EVT_01210,CUST_0004,2025-08-08 07:08:00,0,EUR,downgrade
EVT_00932,CUST_0033,2025-09-12 10:17:00,29,USD,cancel
EVT_00210,CUST_0069,2025-02-26 01:54:00,99,USD,upgrade
EVT_00731,CUST_0036,2025-10-27 11:20:00,2514600,VND,downgrade
EVT_00141,CUST_0017,2025-01-28 17:00:00,29,EUR,downgrade
EVT_01293,CUST_0072,2025-08-07 07:59:00,99,USD,signup
EVT_01203,CUST_0061,2025-08-26 00:01:00,29,EUR,upgrade
EVT_00911,CUST_0100,2025-08-03 09:07:00,29,USD,signup
EVT_01420,CUST_0087,2025-11-01 14:01:00,29,USD,upgrade
EVT_01558,CUST_0081,2025-03-07 19:22:00,99,EUR,upgrade
EVT_00862,CUST_0027,2025-09-27 02:20:00,29,USD,upgrade
EVT_01143,CUST_0112,2025-04-22 14:23:00,736600,VND,downgrade
EVT_00712,CUST_0095,2025-04-20 22:35:00,99,USD,downgrade
EVT_00707,CUST_0034,2025-01-18 05:10:00,29,USD,signup
EVT_00011,CUST_0070,2025-10-19 01:07:00,99,USD,downgrade
EVT_01603,CUST_0076,2025-11-08 18:31:00,29,USD,upgrade
EVT_01326,CUST_0118,2025-09-30 17:40:00,99,USD,downgrade
EVT_00283,CUST_0053,2025-11-19 07:11:00,736600,VND,upgrade
EVT_00292,CUST_0090,2025-03-19 17:59:00,0,EUR,downgrade
EVT_00627,CUST_0088,2025-03-20 01:45:00,299,USD,downgrade
EVT_01223,CUST_0110,2025-07-04 02:15:00,7594600,VND,upgrade
EVT_01076,CUST_0030,2025-08-11 12:06:00,29,USD,signup
EVT_00130,CUST_0005,2025-10-18 11:49:00,2514600,VND,upgrade
EVT_01194,CUST_0108,2025-01-31 14:00:00,29,EUR,upgrade
EVT_00324,CUST_0038,2025-02-25 20:33:00,736600,VND,downgrade
EVT_00951,CUST_0068,2025-04-02 10:54:00,99,USD,downgrade
EVT_00695,CUST_0053,2025-01-06 12:24:00,0,USD,downgrade
EVT_01504,CUST_0019,2025-12-23 22:57:00,7594600,VND,signup
EVT_01678,CUST_0064,2025-02-10 02:46:00,29,USD,downgrade
EVT_00713,CUST_0081,2025-03-26 21:28:00,736600,VND,downgrade
EVT_01695,CUST_0041,2025-01-15 02:07:00,736600,VND,signup
EVT_00988,CUST_0036,2025-11-12 10:45:00,0,USD,upgrade
EVT_01458,CUST_0004,2025-03-14 15:45:00,0,USD,upgrade
EVT_01476,CUST_0066,2025-05-04 01:55:00,29,EUR,downgrade
EVT_00159,CUST_0092,2025-01-07 10:10:00,29,EUR,signup
EVT_00810,CUST_0017,2025-10-31 06:59:00,99,EUR,cancel
EVT_00635,CUST_0112,2025-08-02 05:34:00,29,USD,signup
EVT_00517,CUST_0099,2025-07-05 08:12:00,29,EUR,upgrade
EVT_01285,CUST_0016,2025-06-18 06:09:00,29,USD,upgrade
EVT_00598,CUST_0120,2025-05-24 12:24:00,0,USD,downgrade
EVT_00196,CUST_0054,2025-05-17 19:55:00,999,USD,upgrade
EVT_01787,CUST_0008,2025-08-18 01:55:00,99,USD,upgrade
EVT_01685,CUST_0098,2025-05-07 19:34:00,29,EUR,upgrade
EVT_00411,CUST_0001,2025-04-13 04:58:00,299,EUR,signup
EVT_00097,CUST_0113,2025-02-17 11:48:00,25374600,VND,signup
EVT_00821,CUST_0034,2025-06-24 11:57:00,299,USD,signup
EVT_00779,CUST_0025,2025-08-29 22:46:00,29,USD,signup
EVT_00157,CUST_0118,2025-02-26 07:53:00,29,USD,downgrade
EVT_00420,CUST_0102,2025-01-19 18:24:00,29,USD,upgrade
EVT_01679,CUST_0011,2025-05-06 12:23:00,29,USD,cancel
EVT_00478,CUST_0089,2025-06-08 03:51:00,0,,cancel
EVT_01763,CUST_0118,2025-06-08 03:52:00,29,USD,signup
EVT_00669,CUST_0072,2025-09-02 13:30:00,99,EUR,signup
EVT_00874,CUST_0067,2025-08-17 15:00:00,0,USD,upgrade
EVT_01590,CUST_0039,2025-03-11 00:35:00,2514600,VND,upgrade
EVT_01524,CUST_0048,2025-12-28 11:56:00,736600,VND,cancel
EVT_00448,CUST_0004,2025-12-21 04:51:00,0,,upgrade
EVT_01115,CUST_0065,2025-08-21 11:26:00,2514600,VND,signup
EVT_00179,CUST_0026,2025-02-12 17:50:00,736600,VND,signup
EVT_00391,CUST_0070,2025-03-23 10:30:00,736600,VND,upgrade
EVT_00579,CUST_0103,2025-09-13 20:38:00,29,USD,cancel
EVT_01303,CUST_0072,2025-03-01 08:41:00,999,EUR,cancel
EVT_01542,CUST_0028,2025-12-27 18:42:00,999,USD,upgrade
EVT_01316,CUST_0043,2025-06-03 06:56:00,0,USD,cancel
EVT_01484,CUST_0043,2025-03-04 01:28:00,2514600,VND,signup
EVT_01630,CUST_0066,2025-03-21 00:26:00,29,USD,signup
EVT_01549,CUST_0070,2025-12-07 12:17:00,736600,VND,signup
EVT_00807,CUST_0116,2025-09-02 03:03:00,29,USD,upgrade
EVT_00889,CUST_0074,2025-03-03 04:16:00,736600,VND,downgrade
EVT_00665,CUST_0058,2025-02-24 08:00:00,29,USD,signup
EVT_00143,CUST_0087,2025-09-24 13:25:00,299,USD,cancel
EVT_01367,CUST_0039,2025-12-28 02:45:00,29,USD,upgrade
EVT_01286,CUST_0116,2025-05-06 16:21:00,99,USD,upgrade
EVT_00422,CUST_0059,2025-01-03 05:44:00,99,EUR,downgrade
EVT_00637,CUST_0002,2025-06-11 15:47:00,29,EUR,cancel
EVT_01264,CUST_0078,2025-01-23 21:24:00,2514600,VND,downgrade
EVT_01793,CUST_0051,2025-12-03 18:38:00,299,EUR,signup
EVT_00616,CUST_0016,2025-01-23 13:15:00,0,EUR,cancel
EVT_00295,CUST_0028,2025-05-03 09:29:00,0,USD,downgrade
EVT_00765,CUST_0013,2025-09-02 07:36:00,29,EUR,cancel
EVT_01709,CUST_0077,2025-10-20 21:22:00,29,USD,signup
EVT_00089,CUST_0015,2025-12-02 23:42:00,299,USD,upgrade
EVT_00042,CUST_0071,2025-12-05 01:18:00,299,USD,signup
EVT_01622,CUST_0066,2025-03-01 19:19:00,29,USD,signup
EVT_01737,CUST_0106,2025-04-22 23:23:00,0,EUR,upgrade
EVT_00132,CUST_0093,2025-10-16 15:35:00,0,EUR,downgrade
EVT_01474,CUST_0035,2025-09-04 00:24:00,99,EUR,downgrade
EVT_00811,CUST_0118,2025-02-22 03:24:00,999,USD,downgrade
EVT_00924,CUST_0081,2025-11-08 15:27:00,2514600,VND,signup
EVT_01669,CUST_0102,2025-09-20 10:07:00,99,USD,signup
EVT_00974,CUST_0103,2025-07-12 20:41:00,0,USD,upgrade
EVT_00165,CUST_0065,2025-02-22 14:38:00,29,USD,cancel
EVT_00725,CUST_0089,2025-04-20 09:38:00,999,USD,upgrade
